,timestamp,bid,ask,bid_vol,ask_vol,Volume,Price,MidPrice,Spread,SpreadCm,TickRule,ObservedPrice,VWAP,Instrument
887,2019-01-03 09:32:11.348,143.861,143.903,320,7500,4996890,143.90128132992328,143.882,0.04200000000000159,48.6429999999998,-4,143.73328132992327,144.10684960244768,Netflix
983,2019-01-03 09:34:09.836,144.157,144.203,10,7500,4993631,144.20293874833555,144.18,0.04599999999999227,52.22400000000053,-30,142.8229387483358,144.10995103547575,Netflix
937,2019-01-03 09:35:50.859,143.387,143.423,110,37,4993135,143.39606122448978,143.405,0.036000000000001364,46.91399999999925,-20,142.67606122448976,143.6638935268297,Netflix
985,2019-01-03 09:37:30.378,143.148,143.183,10,7500,4990689,143.1829533954727,143.1655,0.03499999999999659,47.246000000000095,10,143.53295339547267,143.24147977205226,Netflix
972,2019-01-03 09:39:19.218,143.288,143.332,110,4,4987916,143.28954385964911,143.31,0.04399999999998272,44.90499999999986,25,144.38954385964868,143.2222611345072,Netflix
922,2019-01-03 09:41:00.224,143.961,144.012,320,75,4996195,143.97068354430382,143.9865,0.05099999999998772,41.83099999999939,15,144.73568354430364,143.71103331709568,Netflix
953,2019-01-03 09:42:53.496,144.188,144.238,10200,7500,4999417,144.20918644067794,144.213,0.05000000000001137,40.580000000000865,50,146.7091864406785,144.05799182025262,Netflix
949,2019-01-03 09:44:53.996,144.027,144.083,100,10300,4993064,144.08246153846153,144.055,0.056000000000011596,41.47900000000004,10,144.64246153846165,144.18082943004552,Netflix
935,2019-01-03 09:47:00.611,143.659,143.702,320,530,4982758,143.68581176470587,143.6805,0.043000000000006366,40.48199999999892,4,143.8578117647059,143.83568513483195,Netflix
897,2019-01-03 09:49:09.015,143.577,143.643,110,820,4994312,143.63519354838706,143.61,0.0660000000000025,38.679999999998984,32,145.74719354838714,143.61593194307127,Netflix
952,2019-01-03 09:51:31.426,143.418,143.462,320,150,4989628,143.43204255319148,143.44,0.04399999999998272,40.64200000000034,23,144.44404255319108,143.5546723567267,Netflix
1016,2019-01-03 09:54:09.951,143.338,143.378,10200,7500,4992468,143.35494915254236,143.358,0.03999999999999204,42.851000000000084,-7,143.07494915254242,143.4459793099186,Netflix
1005,2019-01-03 09:56:25.300,143.808,143.852,110,190,4995202,143.83586666666667,143.82999999999998,0.04400000000001114,39.970999999999094,-8,143.4838666666666,143.66756469047178,Netflix
979,2019-01-03 09:58:31.416,144.061,144.102,330,150,4991490,144.0738125,144.0815,0.04099999999999682,40.40499999999935,-12,143.58181250000004,144.0950819272533,Netflix
1082,2019-01-03 10:01:03.079,143.888,143.931,10200,7500,4994334,143.90622033898305,143.9095,0.043000000000006366,46.324999999999704,-27,142.74522033898288,144.04508844014848,Netflix
1045,2019-01-03 10:03:28.451,143.947,144.002,50,7500,4993544,144.00163576158943,143.9745,0.05500000000000682,45.108000000000175,-18,143.0116357615893,143.93707784458195,Netflix
1090,2019-01-03 10:06:15.261,143.678,143.712,100,74,4989434,143.69245977011494,143.695,0.033999999999991815,47.05699999999939,-21,142.9784597701151,143.7107478112658,Netflix
1037,2019-01-03 10:08:59.157,144.128,144.17,110,7500,4989777,144.1693929040736,144.149,0.04200000000000159,41.60200000000043,28,145.34539290407363,143.97210528788216,Netflix
1020,2019-01-03 10:11:41.665,143.928,143.969,10100,7500,4995030,143.94547159090908,143.9485,0.04099999999999682,43.434999999999775,-9,143.5764715909091,144.02832153349163,Netflix
1068,2019-01-03 10:14:38.637,143.487,143.542,110,7500,4990513,143.54120499342972,143.5145,0.05500000000000682,45.37000000000094,1,143.59620499342972,143.75960045321406,Netflix
972,2019-01-03 10:17:01.128,143.328,143.359,100,7500,4999734,143.35859210526317,143.3435,0.03100000000000591,40.92500000000052,21,144.0095921052633,143.34439853479856,Netflix
981,2019-01-03 10:19:46.098,143.478,143.508,110,7500,4999358,143.50756636005258,143.493,0.030000000000001137,41.25200000000032,36,144.58756636005262,143.3937065406449,Netflix
994,2019-01-03 10:22:19.322,143.918,143.952,110,10200,4992049,143.95163724539282,143.935,0.033999999999991815,40.972999999999814,49,145.61763724539242,143.78047014748242,Netflix
893,2019-01-03 10:24:48.729,143.917,143.962,21,7500,4995539,143.9618743518149,143.9395,0.044999999999987494,37.37299999999928,52,146.30187435181426,143.87590707050302,Netflix
956,2019-01-03 10:27:52.893,143.758,143.792,110,7500,4994026,143.7915085413929,143.775,0.033999999999991815,39.79299999999955,49,145.45750854139249,143.81262114453284,Netflix
969,2019-01-03 10:30:29.145,143.757,143.79,100,7500,4996118,143.78956578947367,143.7735,0.03299999999998704,39.122000000000355,8,144.05356578947357,143.84623103577675,Netflix
1044,2019-01-03 10:33:22.443,143.118,143.158,10700,7500,4993601,143.1344835164835,143.13799999999998,0.03999999999999204,44.11700000000005,1,143.1744835164835,143.43677219101528,Netflix
1019,2019-01-03 10:36:26.753,143.107,143.153,110,150,4996550,143.13353846153848,143.13,0.04599999999999227,41.92800000000028,-34,141.56953846153874,143.28011957043847,Netflix
978,2019-01-03 10:38:46.338,142.518,142.572,10300,10300,4997287,142.545,142.54500000000002,0.054000000000002046,40.14299999999929,-27,141.08699999999993,142.84793977280367,Netflix
956,2019-01-03 10:41:03.526,142.332,142.362,330,75,4992025,142.33755555555555,142.34699999999998,0.030000000000001137,41.59699999999958,-31,141.40755555555552,142.54232865827467,Netflix
937,2019-01-03 10:43:30.318,142.127,142.162,330,75,4983526,142.13348148148148,142.1445,0.03499999999999659,38.799000000000404,-50,140.38348148148165,142.2834064911019,Netflix
