,timestamp,bid,ask,bid_vol,ask_vol,Volume,Price,MidPrice,Spread,SpreadCm,TickRule,ObservedPrice,VWAP,Instrument
628,2019-01-03 09:31:31.245,143.687,143.742,320,750,3718885,143.72555140186915,143.7145,0.0549999999999784,34.39499999999995,-1,143.67055140186918,144.07484788331038,Netflix
628,2019-01-03 09:33:11.486,144.307,144.343,100,7500,2973802,144.34252631578946,144.325,0.036000000000001364,34.89800000000045,-27,143.37052631578942,144.14480232004985,Netflix
628,2019-01-03 09:34:44.872,143.721,143.752,320,75,3349307,143.72688607594938,143.7365,0.03100000000000591,30.76999999999984,-33,142.70388607594919,143.94628615107382,Netflix
628,2019-01-03 09:36:14.788,143.147,143.202,320,380,3224417,143.17685714285713,143.1745,0.05500000000000682,31.04899999999958,13,143.89185714285722,143.44711106212324,Netflix
628,2019-01-03 09:37:37.339,143.087,143.133,110,7,3191172,143.08975213675214,143.11,0.04600000000002069,28.93200000000033,-11,142.5837521367519,143.06599507315298,Netflix
628,2019-01-03 09:39:10.964,143.327,143.371,320,7500,3121256,143.36919948849103,143.349,0.04400000000001114,29.88399999999973,27,144.55719948849134,143.31482834729425,Netflix
628,2019-01-03 09:40:47.779,143.848,143.902,320,18,3428812,143.85087573964498,143.875,0.053999999999973625,28.05399999999935,15,144.66087573964458,143.60663952008383,Netflix
628,2019-01-03 09:42:22.463,144.087,144.133,100,300,3299141,144.1215,144.11,0.04600000000002069,26.439000000000874,33,145.63950000000068,144.09796723153036,Netflix
628,2019-01-03 09:44:01.825,144.107,144.163,320,220,3187107,144.12981481481484,144.135,0.056000000000011596,27.500000000000227,13,144.857814814815,144.26796776496164,Netflix
628,2019-01-03 09:45:53.062,143.628,143.688,10800,7500,3299538,143.65259016393443,143.658,0.060000000000002274,27.595999999999577,-15,142.7525901639344,143.83533553016468,Netflix
628,2019-01-03 09:47:55.724,143.518,143.562,110,83,3429800,143.53692227979275,143.54000000000002,0.04400000000001114,26.917999999998983,21,144.46092227979298,143.58317485353984,Netflix
628,2019-01-03 09:49:57.509,143.527,143.573,110,7500,3352043,143.57233508541393,143.55,0.04600000000002069,27.58099999999996,13,144.1703350854142,143.65305386458598,Netflix
628,2019-01-03 09:52:05.434,143.46,143.502,320,160,3216099,143.47400000000002,143.481,0.04200000000000159,26.19099999999989,17,144.18800000000005,143.5433864995116,Netflix
628,2019-01-03 09:54:09.013,143.308,143.342,100,220,2975673,143.331375,143.325,0.034000000000020236,26.30800000000059,3,143.43337500000007,143.41490087012085,Netflix
628,2019-01-03 09:56:02.545,143.818,143.862,100,77,3166630,143.83714124293786,143.84,0.04399999999998272,24.937999999998993,-3,143.7051412429379,143.6438954219476,Netflix
628,2019-01-03 09:57:47.997,144.427,144.45,110,7500,3343148,144.44966754270695,144.43849999999998,0.022999999999996135,26.3149999999994,1,144.47266754270694,144.26801258533365,Netflix
628,2019-01-03 09:59:43.093,144.228,144.289,10300,7500,2809720,144.25370224719103,144.2585,0.06099999999997863,25.752000000000038,-19,143.09470224719144,144.24988154412736,Netflix
628,2019-01-03 10:01:36.200,143.778,143.812,330,340,3040893,143.79525373134328,143.79500000000002,0.034000000000020236,27.909000000000077,-9,143.4892537313431,143.9601862426683,Netflix
628,2019-01-03 10:03:38.208,143.861,143.892,330,75,2851888,143.86674074074074,143.8765,0.03100000000000591,26.94699999999989,-13,143.46374074074066,143.88052873898866,Netflix
628,2019-01-03 10:05:47.583,143.538,143.57,110,7500,2986709,143.56953745072272,143.554,0.031999999999982265,26.726999999999265,-21,142.8975374507231,143.65683219778182,Netflix
628,2019-01-03 10:07:58.431,143.851,143.893,330,150,3007583,143.864125,143.872,0.04200000000000159,24.52800000000056,29,145.08212500000005,143.74939117709664,Netflix
628,2019-01-03 10:10:06.800,144.097,144.153,10200,82,3139264,144.09744660571874,144.125,0.055999999999983174,26.06499999999977,-1,144.04144660571876,144.0774289458356,Netflix
628,2019-01-03 10:12:21.535,143.867,143.913,100,10100,3052341,143.91254901960784,143.89,0.04600000000002069,26.70600000000016,13,144.5105490196081,143.98663524825133,Netflix
628,2019-01-03 10:14:41.191,143.578,143.622,10300,130,2851680,143.57854841802495,143.60000000000002,0.04400000000001114,26.56600000000077,-5,143.3585484180249,143.692752333732,Netflix
628,2019-01-03 10:16:49.486,143.192,143.232,330,7500,3335213,143.23031417624523,143.212,0.03999999999999204,26.62899999999999,15,143.8303141762451,143.26502555889726,Netflix
628,2019-01-03 10:19:08.714,143.497,143.533,110,7500,3224583,143.53247963206306,143.515,0.03599999999997294,26.94700000000043,25,144.43247963206238,143.44572237016231,Netflix
628,2019-01-03 10:21:20.385,143.538,143.579,110,7500,3042582,143.5784073587385,143.5585,0.04099999999999682,25.8329999999998,11,144.02940735873847,143.58265572357664,Netflix
628,2019-01-03 10:23:41.339,143.897,143.943,100,110,3440216,143.92109523809523,143.92000000000002,0.04600000000002069,25.998000000000047,41,145.80709523809608,143.84699419174612,Netflix
628,2019-01-03 10:26:10.045,143.718,143.742,110,7500,3319616,143.74165308804206,143.73,0.02400000000000091,26.608999999999526,39,144.6776530880421,143.79824833581083,Netflix
628,2019-01-03 10:28:35.759,143.967,144.003,110,450,3167495,143.99592857142855,143.985,0.03599999999997294,25.237999999999744,35,145.2559285714276,143.8870427208699,Netflix
628,2019-01-03 10:30:49.216,143.707,143.763,10400,10300,3139292,143.73486473429952,143.735,0.056000000000011596,26.092000000000724,3,143.90286473429956,143.84893640369572,Netflix
628,2019-01-03 10:33:06.590,143.218,143.263,320,75,3076602,143.22654430379745,143.2405,0.045000000000015916,26.295000000000215,-9,142.8215443037973,143.4163042243607,Netflix
628,2019-01-03 10:35:35.893,143.439,143.482,330,7500,3204064,143.48018773946362,143.4605,0.043000000000006366,25.19599999999997,-9,143.09318773946356,143.3566935604131,Netflix
628,2019-01-03 10:37:55.987,143.061,143.102,330,150,3152986,143.0738125,143.0815,0.04099999999999682,25.34999999999951,-19,142.29481250000006,143.1568079615946,Netflix
628,2019-01-03 10:39:45.512,142.701,142.752,330,150,3209594,142.7169375,142.7265,0.051000000000016144,26.98199999999966,-21,141.64593749999966,142.72826158741591,Netflix
628,2019-01-03 10:42:00.085,142.368,142.422,110,75,3378672,142.38989189189186,142.39499999999998,0.054000000000002046,27.300000000000097,-9,141.90389189189185,142.44590384645986,Netflix
628,2019-01-03 10:44:17.309,142.137,142.173,110,150,3205650,142.15776923076925,142.155,0.036000000000001364,24.879000000000275,-41,140.6817692307692,142.24492348959873,Netflix
628,2019-01-03 10:46:43.631,142.458,142.491,110,7500,3218926,142.4905229960578,142.4745,0.03300000000001546,24.342000000001008,39,143.7775229960584,142.3533469456518,Netflix
628,2019-01-03 10:49:33.680,142.418,142.452,110,160,3169647,142.43814814814817,142.435,0.033999999999991815,23.275999999999925,11,142.81214814814808,142.50531658395317,Netflix
628,2019-01-03 10:52:48.245,142.808,142.842,110,1890,3013048,142.84013000000002,142.825,0.034000000000020236,24.278000000000162,13,143.28213000000028,142.7278559359452,Netflix
628,2019-01-03 10:55:37.751,142.808,142.842,110,3300,2912534,142.84090322580647,142.825,0.034000000000020236,22.839000000000368,9,143.14690322580665,142.8576236040329,Netflix
628,2019-01-03 10:58:11.411,143.157,143.192,110,7500,2859515,143.191494086728,143.17450000000002,0.03499999999999659,26.18999999999997,-5,143.01649408672802,143.02788092073828,Netflix
628,2019-01-03 11:01:12.743,143.391,143.423,330,3680,3058849,143.42036658354115,143.40699999999998,0.03200000000001069,24.183000000000106,-9,143.13236658354106,143.36850472967402,Netflix
628,2019-01-03 11:03:59.481,143.387,143.423,110,220,2892170,143.411,143.405,0.036000000000001364,22.838000000000733,5,143.591,143.34546181658902,Netflix
628,2019-01-03 11:07:04.238,143.398,143.43,110,7500,2904108,143.42953745072273,143.414,0.03200000000001069,23.65499999999969,7,143.6535374507228,143.3370888410832,Netflix
628,2019-01-03 11:10:25.532,270.167,270.323,30,7500,3611090,270.32237848605575,270.245,0.1560000000000059,39.63799999999961,7,271.4143784860558,228.00457865323168,Netflix
