,timestamp,bid,ask,bid_vol,ask_vol,date,Volume,Price,MidPrice,Spread,SpreadCm,TickRule,ObservedPrice,VWAP,Instrument
682,2019-01-23 14:59:10.978,143.898,143.962,10100,11300,2019-01-23,5216462,143.93179439252336,143.93,0.06399999999999295,36.54799999999997,5,144.25179439252332,143.8371905821667,Facebook
678,2019-01-23 14:58:44.637,143.838,143.902,75,11000,2019-01-23,5220805,143.9015665914221,143.87,0.06399999999999295,36.61499999999978,19,145.11756659142196,143.8206125096007,Facebook
710,2019-01-23 15:01:28.669,143.828,143.882,10200,220,2019-01-23,5219582,143.82914011516317,143.85500000000002,0.054000000000002046,40.29100000000065,9,144.3151401151632,143.8329706768478,Facebook
692,2019-01-23 15:04:28.656,143.908,143.963,7500,230,2019-01-23,5217212,143.9096364812419,143.9355,0.05500000000000682,38.750000000000114,19,144.95463648124203,143.9302387888123,Facebook
708,2019-01-23 15:03:30.279,144.017,144.083,220,10500,2019-01-23,5223980,144.08164552238807,144.05,0.0660000000000025,40.359000000000435,37,146.52364552238816,143.97404667483158,Facebook
668,2019-01-23 15:06:12.027,143.927,143.993,10600,58,2019-01-23,5223738,143.92735916682304,143.95999999999998,0.0660000000000025,35.64999999999955,-11,143.201359166823,143.95615518683073,Facebook
695,2019-01-23 15:09:44.457,143.687,143.743,10100,900,2019-01-23,5215595,143.69158181818182,143.715,0.055999999999983174,37.51699999999974,-10,143.13158181818198,143.79725210776868,Facebook
678,2019-01-23 15:08:58.303,143.647,143.713,7500,10500,2019-01-23,5219924,143.6855,143.68,0.0660000000000025,36.81599999999949,-1,143.6195,143.798920039856,Facebook
664,2019-01-23 15:11:55.731,143.828,143.872,820,10,2019-01-23,5221013,143.82853012048193,143.85000000000002,0.04400000000001114,35.696999999999065,5,144.04853012048198,143.77586260856444,Facebook
676,2019-01-23 15:14:06.455,143.708,143.762,150,550,2019-01-23,5212983,143.75042857142859,143.735,0.054000000000002046,34.95499999999967,-7,143.37242857142857,143.76350555953962,Facebook
682,2019-01-23 15:17:17.391,143.998,144.043,7500,820,2019-01-23,5224830,144.00243509615385,144.0205,0.045000000000015916,34.9339999999998,1,144.04743509615386,143.9271142775145,Facebook
737,2019-01-23 15:19:30.821,144.108,144.152,10000,100,2019-01-23,5218158,144.10843564356435,144.13,0.04399999999998272,36.163999999998964,18,144.90043564356404,144.0123948838726,Facebook
646,2019-01-23 15:22:24.023,144.147,144.193,10100,10200,2019-01-23,5218005,144.1701133004926,144.17000000000002,0.04600000000002069,33.14900000000051,-21,143.20411330049217,144.11658749049056,Facebook
644,2019-01-23 15:23:56.622,144.178,144.242,10100,100,2019-01-23,5219280,144.1786274509804,144.20999999999998,0.06399999999999295,32.462000000000074,-9,143.60262745098046,144.1926816486284,Facebook
728,2019-01-23 15:28:04.673,144.217,144.253,760,2,2019-01-23,5222254,144.217094488189,144.235,0.03599999999997294,34.064999999998065,7,144.4690944881888,144.2422242051414,Facebook
700,2019-01-23 15:29:51.976,144.478,144.523,7500,100,2019-01-23,5224532,144.47859210526317,144.5005,0.044999999999987494,32.884999999999735,-1,144.4335921052632,144.3698122332859,Facebook
676,2019-01-23 15:32:54.972,144.328,144.362,450,10600,2019-01-23,5218273,144.3606153846154,144.345,0.033999999999991815,30.894000000000005,-7,144.12261538461544,144.4034509804784,Facebook
697,2019-01-23 15:34:12.443,144.368,144.402,530,100,2019-01-23,5223386,144.3733968253968,144.385,0.033999999999991815,30.335999999999984,8,144.64539682539674,144.41120955959818,Facebook
712,2019-01-23 15:37:24.559,144.297,144.333,75,100,2019-01-23,5225267,144.3175714285714,144.315,0.036000000000001364,31.18300000000019,-13,143.84957142857138,144.34308668958687,Facebook
706,2019-01-23 15:39:08.849,144.308,144.352,900,520,2019-01-23,5212206,144.32411267605633,144.32999999999998,0.04400000000001114,31.330000000000098,-11,143.8401126760562,144.34526710541516,Facebook
700,2019-01-23 15:42:25.425,144.088,144.142,300,100,2019-01-23,5223300,144.1015,144.115,0.054000000000002046,31.00800000000001,-7,143.72349999999997,144.17760861793448,Facebook
669,2019-01-23 15:44:12.525,144.198,144.252,76,10100,2019-01-23,5219317,144.25159669811322,144.22500000000002,0.054000000000002046,27.8629999999996,4,144.46759669811323,144.21758253371956,Facebook
657,2019-01-23 15:46:30.271,144.168,144.202,820,10100,2019-01-23,5216964,144.19944688644688,144.185,0.033999999999991815,27.48799999999983,20,144.87944688644671,144.17266317278833,Facebook
662,2019-01-23 15:48:54.486,144.128,144.182,370,10700,2019-01-23,5221513,144.18019512195121,144.15499999999997,0.054000000000002046,28.16000000000102,-11,143.5861951219512,144.2066275035188,Facebook
669,2019-01-23 15:48:14.316,144.277,144.313,220,220,2019-01-23,5224719,144.295,144.295,0.036000000000001364,27.920000000000698,0,144.295,144.24155918380936,Facebook
676,2019-01-23 15:50:30.470,144.178,144.222,10200,10800,2019-01-23,5217045,144.20062857142858,144.2,0.04400000000001114,29.924000000000547,-11,143.71662857142846,144.2234956519865,Facebook
644,2019-01-23 15:52:55.023,143.968,144.002,10100,680,2019-01-23,5217605,143.97014471243043,143.985,0.034000000000020236,26.161000000000627,-13,143.52814471243016,144.05687295506348,Facebook
651,2019-01-24 09:35:05.898,144.497,144.603,840,10200,2019-01-24,5215741,144.5949347826087,144.55,0.10599999999999454,65.21899999999977,6,145.23093478260867,144.3887050805702,Facebook
669,2019-01-24 09:38:26.727,144.867,144.953,190,10100,2019-01-24,5220738,144.95141205053451,144.91,0.08600000000001273,58.179999999999495,20,146.67141205053477,144.84124065019998,Facebook
704,2019-01-24 09:39:29.931,144.928,145.012,33,150,2019-01-24,5217544,144.9968524590164,144.97,0.08400000000000318,56.73099999999934,5,145.4168524590164,144.89256022544143,Facebook
680,2019-01-24 09:42:39.043,144.748,144.823,7500,100,2019-01-24,5217689,144.74898684210527,144.7855,0.07500000000001705,51.77900000000025,3,144.97398684210532,144.77532636385487,Facebook
670,2019-01-24 09:43:50.097,145.468,145.542,10200,230,2019-01-24,5219311,145.46963183125598,145.505,0.07400000000001228,50.870000000000346,9,146.1356318312561,145.17670662092516,Facebook
649,2019-01-24 09:46:14.925,145.917,146.003,7500,10100,2019-01-24,5214209,145.96635227272725,145.95999999999998,0.08599999999998431,49.71999999999977,4,146.3103522727272,145.72569805798688,Facebook
621,2019-01-24 09:48:35.165,145.828,145.882,46,100,2019-01-24,5223355,145.86498630136987,145.85500000000002,0.054000000000002046,51.170999999999765,12,146.5129863013699,145.81654112756985,Facebook
630,2019-01-24 09:47:48.131,145.718,145.842,150,10700,2019-01-24,5222875,145.84028571428573,145.78,0.12400000000002365,52.40400000000011,9,146.95628571428594,145.79364751082252,Facebook
663,2019-01-24 09:50:51.902,146.068,146.143,7500,450,2019-01-24,5224492,146.07224528301887,146.1055,0.07499999999998863,49.04899999999941,8,146.67224528301878,145.9235198541901,Facebook
669,2019-01-24 09:53:49.303,145.988,146.042,7500,100,2019-01-24,5224046,145.98871052631577,146.015,0.054000000000002046,42.85999999999859,-22,144.80071052631573,146.01973609526314,Facebook
666,2019-01-24 09:54:00.077,145.977,146.033,7500,10900,2019-01-24,5215444,146.0101739130435,146.005,0.055999999999983174,42.09499999999838,-19,144.94617391304382,146.0268905575057,Facebook
724,2019-01-24 09:57:04.231,145.628,145.692,67,10200,2019-01-24,5219787,145.69158235122237,145.66,0.06400000000002137,43.608999999999185,-37,143.32358235122157,145.8109615492509,Facebook
705,2019-01-24 09:58:49.245,145.878,145.922,460,10100,2019-01-24,5224005,145.9200833333333,145.89999999999998,0.04400000000001114,43.27899999999951,-36,144.3360833333329,145.85372823860726,Facebook
665,2019-01-24 10:01:43.185,145.907,145.963,7500,100,2019-01-24,5216710,145.90773684210527,145.935,0.055999999999983174,41.99399999999966,-10,145.34773684210543,145.9125338274779,Facebook
688,2019-01-24 10:04:47.945,145.618,145.703,7500,220,2019-01-24,5219421,145.62042227979273,145.6605,0.08500000000000796,46.282999999999134,-3,145.3654222797927,145.7406553476894,Facebook
674,2019-01-24 10:03:42.084,145.838,145.933,7500,10700,2019-01-24,5222182,145.8938516483516,145.88549999999998,0.09499999999999886,45.67599999999965,-1,145.79885164835162,145.9146398392529,Facebook
642,2019-01-24 10:07:21.396,145.848,145.923,7500,51,2019-01-24,5218078,145.84850655542314,145.8855,0.07499999999998863,43.1779999999992,-3,145.62350655542318,145.807355887624,Facebook
655,2019-01-24 10:10:53.921,145.607,145.643,10100,100,2019-01-24,5221664,145.60735294117646,145.625,0.036000000000001364,42.993999999999915,10,145.96735294117647,145.73061180818226,Facebook
632,2019-01-24 10:14:57.720,146.107,146.162,7500,10900,2019-01-24,5217419,146.13958152173913,146.1345,0.05500000000000682,40.3299999999995,17,147.07458152173925,145.92543193244353,Facebook
634,2019-01-24 10:15:32.083,146.018,146.092,76,10600,2019-01-24,5215074,146.09147321094045,146.055,0.07400000000001228,40.66900000000004,7,146.60947321094054,145.9132298164554,Facebook
613,2019-01-24 10:18:40.528,146.307,146.362,7500,9150,2019-01-24,5210020,146.3372252252252,146.3345,0.05500000000000682,38.3930000000008,6,146.66722522522525,146.1665502270517,Facebook
658,2019-01-24 10:19:53.815,146.138,146.202,75,10100,2019-01-24,5219094,146.20152825552827,146.17000000000002,0.06399999999999295,40.1650000000007,-21,144.85752825552842,146.1980744436658,Facebook
665,2019-01-24 10:24:09.891,146.147,146.213,10500,10100,2019-01-24,5222816,146.17935922330096,146.18,0.0660000000000025,38.227999999999355,-26,144.4633592233009,146.25311323763955,Facebook
681,2019-01-24 10:26:12.685,146.257,146.293,220,110,2019-01-24,5218025,146.269,146.275,0.036000000000001364,41.049999999999216,-20,145.54899999999998,146.28641460750256,Facebook
701,2019-01-24 10:31:00.929,146.177,146.243,77,10300,2019-01-24,5212031,146.2425102630818,146.20999999999998,0.0660000000000025,43.896000000000214,-22,144.79051026308176,146.26731168495306,Facebook
704,2019-01-24 10:34:18.754,145.657,145.723,150,330,2019-01-24,5216556,145.70237500000002,145.69,0.0660000000000025,44.997999999999536,-11,144.976375,145.87295704509762,Facebook
704,2019-01-24 10:34:43.412,145.738,145.803,7500,460,2019-01-24,5215299,145.74175628140702,145.7705,0.06499999999999773,45.13399999999942,3,145.936756281407,145.8795630082424,Facebook
592,2019-01-24 10:36:27.268,145.298,145.342,75,150,2019-01-24,5215624,145.32733333333334,145.32,0.04400000000001114,35.19099999999952,-29,144.05133333333302,145.4593139460937,Facebook
600,2019-01-24 10:38:24.658,144.818,144.843,7500,900,2019-01-24,5224768,144.82067857142857,144.8305,0.024999999999977263,35.52400000000003,-27,144.1456785714292,145.0427534232933,Facebook
601,2019-01-24 10:37:34.532,145.168,145.223,7500,750,2019-01-24,5225167,145.173,145.1955,0.05500000000000682,34.689999999999856,-32,143.41299999999978,145.3443019379845,Facebook
582,2019-01-24 10:39:10.651,144.207,144.283,10100,10000,2019-01-24,5223242,144.24481094527363,144.245,0.0759999999999934,39.013999999999754,-35,141.58481094527386,144.62688557658618,Facebook
607,2019-01-24 10:41:22.626,144.897,145.003,1,10700,2019-01-24,5217874,145.0029900943837,144.95,0.10599999999999454,46.34299999999968,-2,144.79099009438372,144.6845679576593,Facebook
596,2019-01-24 10:43:15.556,144.328,144.403,7500,100,2019-01-24,5222005,144.32898684210528,144.3655,0.07499999999998863,43.071999999999605,-17,143.05398684210547,144.42353362399518,Facebook
611,2019-01-24 10:42:49.055,144.087,144.173,150,10300,2019-01-24,5215614,144.17176555023923,144.13,0.08600000000001273,43.41099999999935,-30,141.59176555023885,144.3711265267065,Facebook
574,2019-01-24 10:44:46.717,143.648,143.713,7500,10600,2019-01-24,5219212,143.68606629834252,143.6805,0.06499999999999773,39.607000000000085,-3,143.49106629834253,143.95108873884286,Facebook
591,2019-01-24 10:46:32.724,143.268,143.342,75,10100,2019-01-24,5221264,143.34145454545458,143.305,0.07400000000001228,37.90499999999997,0,143.34145454545458,143.5346173535302,Facebook
603,2019-01-24 10:48:19.300,143.388,143.472,560,10500,2019-01-24,5214467,143.46774683544305,143.43,0.08400000000000318,46.92199999999957,18,144.9797468354431,143.60090230668715,Facebook
594,2019-01-24 10:47:15.374,143.717,143.813,75,10700,2019-01-24,5213448,143.8123317865429,143.765,0.09599999999997522,41.16999999999956,3,144.10033178654282,143.71576395705378,Facebook
617,2019-01-24 10:49:12.243,142.878,142.952,100,100,2019-01-24,5222236,142.915,142.915,0.07400000000001228,49.31899999999993,8,143.5070000000001,143.2731055900621,Facebook
619,2019-01-24 10:50:49.686,143.447,143.533,75,100,2019-01-24,5224108,143.49614285714284,143.49,0.08599999999998431,49.81299999999948,32,146.24814285714234,143.23332823003554,Facebook
573,2019-01-24 10:52:46.538,143.218,143.312,7,10100,2019-01-24,5218830,143.31193489660635,143.265,0.09400000000002251,45.68199999999902,0,143.31193489660635,143.36004979180316,Facebook
601,2019-01-24 10:54:56.901,142.968,143.062,10500,480,2019-01-24,5219766,142.9721092896175,143.015,0.09400000000002251,50.87899999999922,2,143.16010928961754,143.1549157725583,Facebook
585,2019-01-24 10:52:08.249,143.257,143.363,150,10000,2019-01-24,5223226,143.36143349753695,143.31,0.10599999999999454,47.76499999999933,10,144.4214334975369,143.20807119276031,Facebook
594,2019-01-24 10:54:27.746,142.857,142.963,150,10100,2019-01-24,5220567,142.9614487804878,142.91,0.10599999999999454,48.22699999999949,-5,142.43144878048784,143.15136226951506,Facebook
622,2019-01-24 10:57:12.868,143.107,143.183,31,130,2019-01-24,5225240,143.16836645962732,143.14499999999998,0.0759999999999934,54.54399999999944,5,143.5483664596273,143.23183223831333,Facebook
618,2019-01-24 10:59:55.241,143.818,143.892,150,150,2019-01-24,5218118,143.855,143.85500000000002,0.07399999999998386,46.80299999999997,1,143.92899999999997,143.6550238830321,Facebook
647,2019-01-24 10:59:17.577,143.697,143.783,750,10100,2019-01-24,5222371,143.77705529953914,143.74,0.08599999999998431,51.34799999999987,-16,142.4010552995394,143.49547398854162,Facebook
673,2019-01-24 11:02:16.051,143.397,143.493,750,10200,2019-01-24,5215192,143.48642465753423,143.445,0.09600000000000364,51.76800000000114,-22,141.37442465753415,143.6687018938769,Facebook
700,2019-01-24 11:05:21.282,143.727,143.823,75,10100,2019-01-24,5215024,143.8222923832924,143.775,0.09600000000000364,56.80700000000121,23,146.03029238329248,143.756732496963,Facebook
638,2019-01-24 11:09:20.877,143.957,144.023,37,10100,2019-01-24,5222663,144.02275910032554,143.99,0.0660000000000025,49.86699999999934,29,145.93675910032562,143.9176720929348,Facebook
641,2019-01-24 11:10:13.994,144.008,144.092,150,10600,2019-01-24,5221613,144.09082790697676,144.05,0.08400000000000318,49.66099999999918,20,145.77082790697682,143.94036169515184,Facebook
673,2019-01-24 11:13:49.586,143.648,143.723,7500,11,2019-01-24,5218714,143.64810983890294,143.6855,0.07500000000001705,48.53799999999953,6,144.09810983890304,143.8556927708934,Facebook
669,2019-01-24 11:14:44.423,143.707,143.823,75,10400,2019-01-24,5224661,143.822169451074,143.765,0.11600000000001387,51.307999999999595,2,144.05416945107402,143.91371264161708,Facebook
684,2019-01-24 11:19:43.354,143.658,143.693,7500,820,2019-01-24,5222269,143.66144951923076,143.6755,0.03500000000002501,51.299000000000746,-9,143.34644951923053,143.70277096641547,Facebook
672,2019-01-24 11:21:11.314,143.688,143.782,520,10500,2019-01-24,5221017,143.77756442831216,143.735,0.09400000000002251,49.978000000001,-19,141.99156442831173,143.74147593610928,Facebook
662,2019-01-24 11:27:01.485,143.527,143.603,750,10000,2019-01-24,5217897,143.5976976744186,143.565,0.07600000000002183,50.16600000000054,-21,142.00169767441815,143.66114091594122,Facebook
676,2019-01-24 11:32:26.395,143.947,144.013,7500,100,2019-01-24,5222341,143.94786842105265,143.98000000000002,0.0660000000000025,46.972000000000094,-3,143.74986842105264,143.9013467210418,Facebook
714,2019-01-24 11:37:03.814,144.128,144.203,7500,10100,2019-01-24,5219286,144.17103977272726,144.1655,0.07500000000001705,46.81099999999972,-47,140.64603977272645,144.05457141833392,Facebook
699,2019-01-24 11:41:52.282,144.208,144.262,230,10600,2019-01-24,5218412,144.26085318559558,144.235,0.054000000000002046,44.406999999999584,24,145.55685318559563,144.25458249122863,Facebook
679,2019-01-24 11:47:42.033,144.388,144.432,10300,11300,2019-01-24,5218794,144.41101851851852,144.41,0.04399999999998272,39.68099999999984,12,144.9390185185183,144.34094269026102,Facebook
654,2019-01-24 11:50:51.604,144.577,144.653,10100,10100,2019-01-24,5215577,144.615,144.615,0.0759999999999934,41.11400000000046,7,145.14699999999996,144.5249980916941,Facebook
743,2019-01-24 11:58:19.027,144.687,144.733,10100,100,2019-01-24,5223870,144.68745098039219,144.71,0.04599999999999227,47.12099999999984,-18,143.85945098039232,144.6123463643365,Facebook
747,2019-01-24 12:03:16.675,144.508,144.572,10100,820,2019-01-24,5217169,144.51280586080586,144.54000000000002,0.06399999999999295,46.86300000000037,-18,143.36080586080598,144.5975604172794,Facebook
735,2019-01-24 12:08:03.552,144.578,144.642,79,10100,2019-01-24,5223478,144.6415032910895,144.61,0.06399999999999295,47.812000000000126,-16,143.6175032910896,144.58736802324339,Facebook
754,2019-01-24 12:13:16.921,144.508,144.572,520,10700,2019-01-24,5221193,144.5690338680927,144.54000000000002,0.06399999999999295,48.530000000000086,-15,143.6090338680928,144.5426541030018,Facebook
694,2019-01-24 12:18:18.621,144.577,144.633,4,970,2019-01-24,5222980,144.63277002053388,144.60500000000002,0.056000000000011596,44.76399999999964,13,145.36077002053403,144.5556638663506,Facebook
697,2019-01-24 12:23:52.715,144.378,144.432,76,64,2019-01-24,5220735,144.4026857142857,144.40499999999997,0.054000000000002046,44.53199999999967,-2,144.2946857142857,144.47790976377016,Facebook
733,2019-01-24 12:29:01.628,144.538,144.592,150,1,2019-01-24,5221661,144.53835761589406,144.565,0.054000000000002046,45.40999999999923,-20,143.45835761589402,144.54654295311948,Facebook
712,2019-01-24 12:34:12.449,144.497,144.553,200,11100,2019-01-24,5217218,144.55200884955752,144.525,0.055999999999983174,43.29899999999955,15,145.39200884955727,144.57446228191762,Facebook
700,2019-01-24 12:38:47.967,144.278,144.362,7500,160,2019-01-24,5221101,144.2797545691906,144.32,0.08400000000000318,42.40799999999945,-15,143.01975456919055,144.38047701020528,Facebook
776,2019-01-24 12:59:54.336,144.418,144.492,490,110,2019-01-24,5225074,144.43156666666667,144.45499999999998,0.07399999999998386,44.65199999999925,9,145.09756666666652,144.3771998968496,Facebook
737,2019-01-24 13:04:02.746,144.218,144.252,300,180,2019-01-24,5224116,144.23075,144.235,0.034000000000020236,39.37899999999948,16,144.77475000000032,144.33037992746765,Facebook
695,2019-01-24 13:08:37.351,144.187,144.263,75,150,2019-01-24,5220917,144.23766666666668,144.22500000000002,0.0759999999999934,36.51499999999973,-12,143.32566666666676,144.31604496014742,Facebook
717,2019-01-24 13:13:07.391,144.098,144.153,7500,100,2019-01-24,5221116,144.09872368421054,144.1255,0.0549999999999784,41.84099999999981,-2,143.98872368421058,144.14371051553948,Facebook
668,2019-01-24 13:16:30.334,144.127,144.183,750,39,2019-01-24,5225196,144.1297680608365,144.155,0.055999999999983174,38.09899999999985,-5,143.8497680608366,144.14723739058567,Facebook
654,2019-01-24 13:21:53.165,144.647,144.693,7500,150,2019-01-24,5220724,144.6479019607843,144.67000000000002,0.04600000000002069,35.44199999999893,27,145.88990196078487,144.48672670125686,Facebook
675,2019-01-24 13:26:51.118,144.958,145.002,360,100,2019-01-24,5220926,144.9675652173913,144.98000000000002,0.04400000000001114,35.56399999999914,14,145.58356521739145,144.83839103970297,Facebook
746,2019-01-24 13:32:58.369,144.897,144.963,210,10400,2019-01-24,5220440,144.96169368520265,144.93,0.0660000000000025,40.529999999999944,3,145.15969368520265,144.93417286790864,Facebook
701,2019-01-24 13:36:24.014,145.197,145.253,7500,150,2019-01-24,5218130,145.1980980392157,145.225,0.055999999999983174,37.18500000000043,22,146.43009803921532,145.07619664677463,Facebook
719,2019-01-24 13:41:57.093,145.028,145.072,1,100,2019-01-24,5224053,145.07156435643566,145.05,0.04400000000001114,39.43200000000061,20,145.95156435643588,145.09762537669056,Facebook
753,2019-01-24 13:47:43.641,144.948,145.003,7500,100,2019-01-24,5223516,144.94872368421053,144.9755,0.0549999999999784,43.724000000000046,-6,144.61872368421066,144.98951342824043,Facebook
766,2019-01-24 13:53:38.392,145.117,145.183,1,10300,2019-01-24,5223183,145.18299359285507,145.14999999999998,0.0660000000000025,41.53100000000026,5,145.51299359285508,145.09050396990838,Facebook
713,2019-01-24 13:58:02.898,145.288,145.342,11100,10100,2019-01-24,5220711,145.31372641509435,145.315,0.054000000000002046,37.527000000000186,6,145.63772641509436,145.2008534143292,Facebook
691,2019-01-24 14:01:55.804,145.168,145.222,13,300,2019-01-24,5224360,145.21975718849842,145.195,0.054000000000002046,38.15700000000007,-14,144.4637571884984,145.23651977706166,Facebook
675,2019-01-24 14:06:38.906,145.328,145.372,310,10100,2019-01-24,5223973,145.3706897214217,145.35000000000002,0.04400000000001114,37.43500000000057,2,145.45868972142173,145.29070609374045,Facebook
689,2019-01-24 14:12:26.727,145.377,145.423,10300,100,2019-01-24,5215798,145.37744230769232,145.4,0.04599999999999227,36.039000000000385,8,145.74544230769226,145.38471354313324,Facebook
725,2019-01-24 14:19:19.678,145.068,145.132,670,100,2019-01-24,5221107,145.0763116883117,145.10000000000002,0.06399999999999295,38.67400000000117,12,145.84431168831162,145.21586081126003,Facebook
736,2019-01-24 14:24:07.686,145.178,145.242,10600,10300,2019-01-24,5215247,145.20954066985647,145.20999999999998,0.06399999999999295,40.96300000000028,35,147.44954066985622,145.22990901518264,Facebook
752,2019-01-24 14:28:39.530,145.147,145.193,220,10000,2019-01-24,5220749,145.19200978473583,145.17000000000002,0.04600000000002069,41.214000000000624,21,146.15800978473627,145.1840206575374,Facebook
740,2019-01-24 14:32:39.517,145.108,145.142,7500,100,2019-01-24,5223135,145.10844736842105,145.125,0.033999999999991815,40.287000000000575,-1,145.07444736842106,145.14659327490224,Facebook
716,2019-01-24 14:36:50.763,145.198,145.262,600,10400,2019-01-24,5224553,145.2585090909091,145.23000000000002,0.06399999999999295,40.13999999999888,-19,144.04250909090922,145.27544426864537,Facebook
691,2019-01-24 14:42:32.262,145.238,145.302,370,10500,2019-01-24,5207312,145.29982152713893,145.26999999999998,0.06399999999999295,39.12299999999976,-10,144.659821527139,145.36926434961723,Facebook
684,2019-01-24 14:47:50.576,145.207,145.263,750,10700,2019-01-24,5216276,145.25933187772927,145.235,0.056000000000011596,36.603999999999985,-3,145.09133187772923,145.34590805685144,Facebook
708,2019-01-24 14:53:00.313,145.318,145.362,600,10100,2019-01-24,5221522,145.35953271028038,145.34,0.04399999999998272,36.32799999999949,-7,145.0515327102805,145.32295851037335,Facebook
697,2019-01-24 14:57:45.096,145.288,145.342,760,150,2019-01-24,5216428,145.2969010989011,145.315,0.054000000000002046,35.93299999999945,2,145.4049010989011,145.35807814407815,Facebook
730,2019-01-24 15:04:20.270,145.478,145.522,410,100,2019-01-24,5216150,145.4866274509804,145.5,0.04399999999998272,35.510999999999314,-19,144.65062745098072,145.42432927574322,Facebook
724,2019-01-24 15:06:32.087,145.908,145.962,11000,100,2019-01-24,5218807,145.90848648648645,145.935,0.054000000000002046,34.35099999999957,13,146.61048648648648,145.73613924477783,Facebook
738,2019-01-24 15:10:44.001,145.868,145.902,300,110,2019-01-24,5219259,145.87712195121952,145.885,0.033999999999991815,36.353000000000094,-15,145.36712195121964,145.82096211572986,Facebook
675,2019-01-24 15:16:09.821,145.797,145.853,83,150,2019-01-24,5224103,145.83305150214593,145.825,0.056000000000011596,33.075000000000415,16,146.72905150214612,145.86132375092234,Facebook
692,2019-01-24 15:20:59.711,145.607,145.673,10400,10600,2019-01-24,5217275,145.64031428571428,145.64,0.0660000000000025,34.88000000000068,15,146.63031428571432,145.6994807802426,Facebook
690,2019-01-24 15:26:43.773,145.688,145.732,7500,10800,2019-01-24,5221523,145.71396721311476,145.70999999999998,0.04400000000001114,32.79599999999979,7,146.02196721311483,145.68107151768797,Facebook
663,2019-01-24 15:30:42.361,145.667,145.703,7500,130,2019-01-24,5208130,145.66761336828307,145.685,0.036000000000001364,30.86199999999974,6,145.88361336828308,145.70542881506873,Facebook
674,2019-01-24 15:34:12.847,145.458,145.512,180,10600,2019-01-24,5217123,145.51109833024117,145.485,0.054000000000002046,30.173000000000258,-1,145.45709833024117,145.56703882963305,Facebook
674,2019-01-24 15:34:48.925,145.488,145.522,60,10100,2019-01-24,5224252,145.5217992125984,145.505,0.033999999999991815,30.102000000000373,3,145.62379921259839,145.5706057904188,Facebook
709,2019-01-24 15:39:31.491,145.438,145.482,10700,600,2019-01-24,5217345,145.44033628318581,145.45999999999998,0.04400000000001114,32.83999999999958,-4,145.26433628318577,145.47379372662058,Facebook
718,2019-01-24 15:41:07.287,145.387,145.423,1050,10100,2019-01-24,5223095,145.41960986547087,145.405,0.036000000000001364,33.26799999999915,-23,144.59160986547084,145.43395901264162,Facebook
701,2019-01-24 15:45:04.984,145.607,145.663,190,11200,2019-01-24,5224134,145.66206584723443,145.635,0.056000000000011596,31.814999999999117,28,147.23006584723475,145.5281340736425,Facebook
630,2019-01-24 15:48:10.728,145.427,145.463,10300,150,2019-01-24,5218064,145.42751674641147,145.445,0.036000000000001364,27.086000000000126,9,145.75151674641148,145.4895777103375,Facebook
679,2019-01-24 15:49:44.924,145.447,145.493,820,220,2019-01-24,5224488,145.45673076923077,145.47,0.04599999999999227,28.7590000000001,-14,144.81273076923088,145.49916655535893,Facebook
721,2019-01-24 15:53:39.422,145.747,145.783,750,10300,2019-01-24,5213658,145.78055656108597,145.765,0.03599999999997294,29.99799999999874,4,145.92455656108586,145.66306829880298,Facebook
644,2019-01-28 09:36:32.058,147.737,147.813,75,10100,2019-01-28,5223713,147.8124398034398,147.77499999999998,0.0759999999999934,60.485000000001094,-49,144.0884398034401,148.0592737116564,Facebook
646,2019-01-28 09:40:19.421,147.158,147.223,7500,10100,2019-01-28,5215926,147.19530113636364,147.1905,0.06500000000002615,54.47500000000042,3,147.39030113636372,147.4412268327433,Facebook
654,2019-01-28 09:43:58.027,147.268,147.312,7500,100,2019-01-28,5224507,147.2685789473684,147.29000000000002,0.04400000000001114,53.06800000000078,29,148.54457894736873,147.33311468564742,Facebook
674,2019-01-28 09:44:59.170,147.338,147.412,75,220,2019-01-28,5222824,147.393186440678,147.375,0.07400000000001228,52.99100000000067,17,148.6511864406782,147.33337746074142,Facebook
705,2019-01-28 09:48:44.044,147.288,147.352,75,100,2019-01-28,5219205,147.32457142857143,147.32,0.06399999999999295,50.16099999999932,-28,145.53257142857163,147.29347287035193,Facebook
681,2019-01-28 09:49:48.695,147.348,147.412,7500,380,2019-01-28,5223172,147.35108629441626,147.38,0.06399999999999295,47.91799999999944,-26,145.68708629441645,147.287104807487,Facebook
676,2019-01-28 09:53:06.117,147.138,147.192,170,1,2019-01-28,5216492,147.13831578947367,147.16500000000002,0.054000000000002046,43.61499999999998,-19,146.11231578947363,147.1513550584077,Facebook
675,2019-01-28 09:54:27.500,146.938,147.003,7500,100,2019-01-28,5215782,146.9388552631579,146.9705,0.06499999999999773,43.184999999999775,-24,145.37885526315796,147.03151314046016,Facebook
658,2019-01-28 09:57:33.632,146.997,147.093,450,150,2019-01-28,5222893,147.02100000000002,147.04500000000002,0.09599999999997522,41.22600000000017,-11,145.9650000000003,147.02360884379817,Facebook
663,2019-01-28 09:59:02.802,147.057,147.103,75,100,2019-01-28,5219216,147.08328571428572,147.07999999999998,0.04600000000002069,42.23699999999968,24,148.18728571428622,147.04099726581669,Facebook
