,timestamp,bid,ask,bid_vol,ask_vol,date,Volume,Price,MidPrice,Spread,SpreadCm,TickRule,ObservedPrice,VWAP,Instrument
408,2019-02-25 15:50:34.722,165.078,165.133,430,10000,2019-02-25,5222036,165.13073250239694,165.1055,0.05500000000000682,16.90000000000026,-21,163.9757325023968,165.1724178289598,Facebook
395,2019-02-25 15:52:10.050,165.178,165.222,370,10100,2019-02-25,5220878,165.22044508118435,165.2,0.04400000000001114,17.01600000000036,-4,165.0444450811843,165.22470537684367,Facebook
408,2019-02-25 15:54:02.090,165.038,165.071,5,7500,2019-02-25,5223376,165.0709780146569,165.05450000000002,0.03299999999998704,17.08400000000023,-11,164.70797801465704,165.11282937523018,Facebook
406,2019-02-26 09:33:20.304,164.728,164.822,75,7500,2019-02-26,5214129,164.8210693069307,164.775,0.09399999999999409,40.352000000000004,-7,164.16306930693074,164.5617128712871,Facebook
387,2019-02-26 09:34:49.997,164.587,164.692,450,10300,2019-02-26,5212092,164.6876046511628,164.6395,0.10500000000001819,33.23299999999986,-20,162.58760465116242,164.6959366426654,Facebook
387,2019-02-26 09:36:27.058,164.581,164.662,7500,7500,2019-02-26,5208297,164.6215,164.6215,0.08100000000001728,31.453999999999894,-44,161.05749999999924,164.78913510283158,Facebook
392,2019-02-26 09:38:31.497,164.637,164.778,4,7500,2019-02-26,5221499,164.7779248400853,164.70749999999998,0.14099999999999113,36.55299999999963,-37,159.56092484008562,164.75597247169262,Facebook
385,2019-02-26 09:37:21.855,164.567,164.702,270,7500,2019-02-26,5211984,164.6973088803089,164.6345,0.1349999999999909,33.88699999999969,-24,161.4573088803091,164.73726715176716,Facebook
408,2019-02-26 09:39:45.567,165.038,165.101,19,7500,2019-02-26,5219235,165.10084080329833,165.0695,0.06299999999998818,36.934999999999945,-1,165.03784080329834,164.87958963305684,Facebook
422,2019-02-26 09:41:39.725,165.188,165.232,7500,7500,2019-02-26,5213667,165.21,165.20999999999998,0.04400000000001114,28.926999999999907,-7,164.90199999999993,165.13122276822278,Facebook
404,2019-02-26 09:43:41.019,165.12,165.193,7500,10000,2019-02-26,5220684,165.16171428571428,165.1565,0.0730000000000075,27.154999999999973,-15,164.06671428571417,165.19319886363635,Facebook
405,2019-02-26 09:42:25.981,165.227,165.333,90,10100,2019-02-26,5221562,165.33206378802748,165.28,0.10599999999999454,27.491999999999905,-12,164.06006378802755,165.26328316743772,Facebook
420,2019-02-26 09:45:04.030,165.037,165.122,150,7500,2019-02-26,5222821,165.12033333333335,165.0795,0.08500000000000796,28.49699999999956,-5,164.6953333333333,165.1794052128427,Facebook
419,2019-02-26 09:47:04.740,165.16,165.242,7500,10100,2019-02-26,5222156,165.20705681818183,165.201,0.08199999999999363,25.730000000000302,-24,163.23905681818198,165.2088121267419,Facebook
413,2019-02-26 09:49:01.591,164.752,164.822,7500,10100,2019-02-26,5219506,164.79217045454547,164.787,0.06999999999999318,24.978999999999843,-38,162.13217045454573,164.93735000552977,Facebook
409,2019-02-26 09:47:44.131,165.041,165.082,7500,10300,2019-02-26,5212096,165.0647247191011,165.0615,0.04099999999999682,24.39300000000071,-32,163.7527247191012,165.16136809371497,Facebook
421,2019-02-26 09:49:45.347,164.808,164.88,220,10300,2019-02-26,5213959,164.87849429657794,164.844,0.07200000000000273,26.772999999999996,-36,162.28649429657784,164.9149950958563,Facebook
428,2019-02-26 09:51:59.630,165.308,165.353,75,10100,2019-02-26,5213256,165.35266830466833,165.3305,0.045000000000015916,27.25599999999963,-7,165.03766830466822,165.18463749500143,Facebook
423,2019-02-26 09:54:12.946,165.427,165.47,10200,7500,2019-02-26,5220386,165.44522033898303,165.4485,0.043000000000006366,26.911999999999892,-22,164.4992203389829,165.46103247618043,Facebook
421,2019-02-26 09:52:52.650,165.528,165.593,300,10300,2019-02-26,5224795,165.59116037735848,165.5605,0.06499999999999773,26.667999999999722,-2,165.46116037735848,165.3399920587806,Facebook
416,2019-02-26 09:55:04.641,165.447,165.501,10200,7500,2019-02-26,5219178,165.46988135593222,165.474,0.054000000000002046,27.06599999999972,-15,164.65988135593219,165.50030199549136,Facebook
392,2019-02-26 09:56:52.100,165.668,165.693,75,7500,2019-02-26,5220421,165.69275247524754,165.6805,0.025000000000005684,24.72100000000006,-11,165.41775247524748,165.63057989345518,Facebook
392,2019-02-26 09:58:58.962,165.667,165.743,300,10100,2019-02-26,5217869,165.7408076923077,165.70499999999998,0.0759999999999934,21.353999999999786,-1,165.6648076923077,165.68906445082698,Facebook
384,2019-02-26 09:57:32.145,165.658,165.7,7500,10100,2019-02-26,5217510,165.68210227272726,165.67899999999997,0.04200000000000159,23.196000000000254,-5,165.47210227272726,165.64365694459246,Facebook
397,2019-02-26 09:59:51.344,165.798,165.852,150,10100,2019-02-26,5221577,165.85120975609755,165.825,0.054000000000002046,20.36999999999955,10,166.39120975609757,165.75952928763488,Facebook
405,2019-02-26 10:01:34.808,165.638,165.7,7500,10200,2019-02-26,5220810,165.67372881355934,165.66899999999998,0.0619999999999834,23.783000000000328,12,166.41772881355914,165.72293737997833,Facebook
381,2019-02-26 10:03:32.359,166.027,166.073,7500,10300,2019-02-26,5209498,166.05361797752812,166.05,0.04600000000002069,21.401000000000067,12,166.60561797752837,165.91298790360142,Facebook
394,2019-02-26 10:02:19.332,165.828,165.883,150,10200,2019-02-26,5219210,165.88220289855073,165.8555,0.05500000000000682,23.628000000000583,19,166.92720289855086,165.7960957176779,Facebook
379,2019-02-26 10:04:11.482,165.87,165.912,7500,10100,2019-02-26,5215720,165.89410227272728,165.89100000000002,0.04200000000000159,21.015000000000327,4,166.0621022727273,165.88672202055204,Facebook
389,2019-02-26 10:05:55.712,165.918,165.982,7500,10200,2019-02-26,5221238,165.9548813559322,165.95,0.06399999999999295,23.090999999999923,-4,165.69888135593223,165.9535721104339,Facebook
401,2019-02-26 10:07:45.148,165.911,165.993,7500,10100,2019-02-26,5223981,165.9580568181818,165.952,0.08199999999999363,22.508999999999986,4,166.28605681818178,165.95221713759213,Facebook
402,2019-02-26 10:09:37.941,166.117,166.15,76,7500,2019-02-26,5216898,166.14966895459347,166.1335,0.03300000000001546,22.882999999999043,-13,165.72066895459326,166.07698385442973,Facebook
395,2019-02-26 10:07:12.530,165.908,165.961,100,10200,2019-02-26,5212430,165.96048543689324,165.9345,0.05300000000002569,21.687999999999874,6,166.2784854368934,165.9512171533531,Facebook
404,2019-02-26 10:09:07.716,166.008,166.051,7500,10300,2019-02-26,5222369,166.0328820224719,166.02949999999998,0.042999999999977945,23.913999999999078,-29,164.78588202247255,166.00332553902217,Facebook
405,2019-02-26 10:11:21.097,165.953,165.992,7500,7500,2019-02-26,5218163,165.9725,165.9725,0.03899999999998727,21.908999999999935,0,165.9725,166.02505465487593,Facebook
425,2019-02-26 10:13:30.068,165.968,166.002,25,10100,2019-02-26,5219437,166.00191604938274,165.985,0.034000000000020236,22.92599999999962,-4,165.86591604938266,166.02659464843305,Facebook
429,2019-02-26 10:13:02.413,165.948,166.013,230,10100,2019-02-26,5221414,166.0115527589545,165.9805,0.06499999999999773,23.626000000000005,6,166.4015527589545,166.03616276735963,Facebook
404,2019-02-26 10:15:18.705,166.058,166.093,75,10900,2019-02-26,5216185,166.09276082004556,166.07549999999998,0.03499999999999659,20.787000000000234,-3,165.98776082004557,166.0948495636144,Facebook
403,2019-02-26 10:17:33.147,165.757,165.822,130,10100,2019-02-26,5224129,165.82117399804494,165.7895,0.06499999999999773,20.852000000000118,-16,164.78117399804498,165.92479637469845,Facebook
401,2019-02-26 10:19:42.774,165.908,165.96,7500,10200,2019-02-26,5217273,165.9379661016949,165.934,0.05200000000002092,22.65000000000026,-4,165.72996610169483,165.9044035991977,Facebook
397,2019-02-26 10:17:55.342,165.697,165.763,10100,10100,2019-02-26,5218395,165.73,165.73000000000002,0.0660000000000025,20.65699999999981,-6,165.33399999999997,165.85208571428572,Facebook
402,2019-02-26 10:20:11.264,165.888,165.932,75,10000,2019-02-26,5216429,165.93167245657565,165.91,0.04399999999998272,23.292000000000144,1,165.97567245657564,165.8928988132972,Facebook
407,2019-02-26 10:22:19.834,165.668,165.718,75,10200,2019-02-26,5221973,165.71763503649635,165.69299999999998,0.04999999999998295,23.8250000000007,-32,164.1176350364969,165.78583632869206,Facebook
402,2019-02-26 10:24:47.567,165.548,165.612,7500,7500,2019-02-26,5219452,165.58,165.57999999999998,0.06399999999999295,22.860000000000298,-9,165.00400000000008,165.62906831992646,Facebook
407,2019-02-26 10:22:55.832,165.727,165.78,75,10400,2019-02-26,5224073,165.77962052505967,165.7535,0.05299999999999727,24.029000000000593,-24,164.50762052505974,165.789929749324,Facebook
404,2019-02-26 10:25:50.823,165.498,165.543,7500,10100,2019-02-26,5224441,165.52382386363635,165.5205,0.045000000000015916,22.587000000000018,-11,165.02882386363618,165.59948146289867,Facebook
415,2019-02-26 10:28:21.208,165.518,165.589,7500,10200,2019-02-26,5216247,165.5589152542373,165.55349999999999,0.07099999999999795,26.51399999999967,0,165.5589152542373,165.5703194172601,Facebook
410,2019-02-26 10:28:43.589,165.458,165.502,82,7500,2019-02-26,5215946,165.50152413611187,165.48000000000002,0.04400000000001114,26.3449999999996,9,165.89752413611197,165.54218904455163,Facebook
401,2019-02-26 10:31:48.708,165.231,165.282,7500,10200,2019-02-26,5208066,165.2603898305085,165.25650000000002,0.051000000000016144,25.67399999999887,18,166.1783898305088,165.37356894246008,Facebook
405,2019-02-26 10:34:27.231,165.308,165.38,10100,10200,2019-02-26,5223337,165.34417733990148,165.344,0.07200000000000273,27.581999999999994,-16,164.19217733990143,165.27432211694364,Facebook
409,2019-02-26 10:33:57.200,165.248,165.298,10000,10200,2019-02-26,5219850,165.2732475247525,165.273,0.05000000000001137,26.857999999999635,-6,164.97324752475242,165.23056190869988,Facebook
410,2019-02-26 10:36:15.828,165.248,165.303,150,10100,2019-02-26,5224016,165.30219512195123,165.2755,0.05500000000000682,26.234000000000748,-37,163.26719512195098,165.26032804429354,Facebook
403,2019-02-26 10:39:04.812,165.368,165.44,150,10300,2019-02-26,5220343,165.43896650717704,165.404,0.07200000000000273,24.234999999999445,-6,165.00696650717703,165.34279017145136,Facebook
404,2019-02-26 10:38:30.837,165.21,165.262,7500,10100,2019-02-26,5220725,165.23984090909093,165.236,0.0519999999999925,24.70299999999969,-17,164.35584090909106,165.24727893788312,Facebook
406,2019-02-26 10:40:51.006,165.608,165.653,75,7500,2019-02-26,5211026,165.65255445544557,165.63049999999998,0.044999999999987494,23.49100000000078,21,166.5975544554453,165.51436367291961,Facebook
416,2019-02-26 10:43:25.707,165.377,165.432,76,7500,2019-02-26,5220348,165.43144825765575,165.40449999999998,0.0549999999999784,26.259000000000498,25,166.8064482576552,165.52632059038976,Facebook
411,2019-02-26 10:42:54.492,165.488,165.537,1,7500,2019-02-26,5221192,165.53699346753766,165.5125,0.049000000000006594,25.794000000000494,26,166.81099346753783,165.57979751773016,Facebook
420,2019-02-26 10:46:02.269,165.321,165.393,7500,10000,2019-02-26,5221149,165.36214285714286,165.357,0.07200000000000273,27.383000000000294,-7,164.85814285714284,165.4144182448816,Facebook
402,2019-02-26 10:49:12.687,165.199,165.273,7500,10100,2019-02-26,5225166,165.2414659090909,165.236,0.07399999999998386,25.012999999999437,5,165.6114659090908,165.30480436117935,Facebook
401,2019-02-26 10:49:16.243,165.157,165.212,150,10100,2019-02-26,5222080,165.21119512195122,165.1845,0.0549999999999784,24.585999999999444,2,165.32119512195118,165.2813364680542,Facebook
420,2019-02-26 10:52:36.820,164.978,165.029,7500,10100,2019-02-26,5224695,165.00726704545454,165.0035,0.05099999999998772,24.489999999999498,-15,164.24226704545472,165.10927912571663,Facebook
409,2019-02-26 10:54:55.461,164.978,165.04,10100,10300,2019-02-26,5218841,165.00930392156863,165.00900000000001,0.0619999999999834,24.663999999999987,-14,164.14130392156886,165.04660257945417,Facebook
412,2019-02-26 10:59:05.932,164.838,164.899,75,10600,2019-02-26,5208839,164.89857142857142,164.86849999999998,0.06100000000000705,25.32600000000005,-23,163.49557142857125,164.9158605574778,Facebook
417,2019-02-26 11:00:21.943,164.722,164.782,7500,10000,2019-02-26,5219094,164.75628571428572,164.752,0.060000000000002274,25.02200000000019,-32,162.83628571428565,164.8366021996022,Facebook
420,2019-02-26 11:03:37.966,164.788,164.83,7500,10200,2019-02-26,5219838,164.8122033898305,164.80900000000003,0.04200000000000159,26.292000000000343,-7,164.5182033898305,164.81841251205734,Facebook
410,2019-02-26 11:04:03.283,164.809,164.873,7500,10200,2019-02-26,5213417,164.8458813559322,164.841,0.06399999999999295,25.868000000000222,1,164.90988135593219,164.8296385007579,Facebook
402,2019-02-26 11:06:25.072,164.787,164.823,94,10000,2019-02-26,5215355,164.8226647513374,164.805,0.036000000000001364,25.014999999999844,13,165.29066475133743,164.83490671732574,Facebook
392,2019-02-26 11:09:34.684,164.918,165.003,75,10100,2019-02-26,5220406,165.00237346437345,164.9605,0.08499999999997954,22.98999999999998,-1,164.91737346437347,164.92513848935758,Facebook
382,2019-02-26 11:08:36.099,164.768,164.833,150,10400,2019-02-26,5220617,164.83207582938388,164.8005,0.06499999999999773,23.3299999999997,-9,164.2470758293839,164.86348785720278,Facebook
407,2019-02-26 11:12:00.623,165.117,165.189,10000,10500,2019-02-26,5219736,165.15387804878048,165.153,0.07200000000000273,23.45699999999988,22,166.73787804878054,165.05170894308944,Facebook
404,2019-02-26 11:14:45.559,165.218,165.29,75,10200,2019-02-26,5217222,165.28947445255474,165.254,0.07200000000000273,25.011000000000053,37,167.95347445255484,165.19533943484535,Facebook
408,2019-02-26 11:17:28.183,165.398,165.459,19,10300,2019-02-26,5214929,165.458887682915,165.42849999999999,0.06100000000000705,27.009999999998882,39,167.83788768291527,165.3809146182767,Facebook
420,2019-02-26 11:19:14.992,165.497,165.533,150,7500,2019-02-26,5223463,165.53229411764707,165.515,0.03599999999997294,26.769999999998987,21,166.2882941176465,165.48902728163353,Facebook
408,2019-02-26 11:23:50.739,165.477,165.563,220,10200,2019-02-26,5223729,165.56118426103646,165.51999999999998,0.08599999999998431,26.000999999999436,5,165.99118426103638,165.53770494847757,Facebook
407,2019-02-26 11:25:49.736,165.347,165.408,7500,10300,2019-02-26,5214182,165.382297752809,165.3775,0.06099999999997863,26.38899999999967,-6,165.01629775280912,165.44252015017332,Facebook
413,2019-02-26 11:29:11.939,165.377,165.44,220,10300,2019-02-26,5220215,165.4386825095057,165.4085,0.06299999999998818,26.694000000000045,16,166.4466825095055,165.43572940831837,Facebook
414,2019-02-26 11:29:35.528,165.388,165.432,370,10200,2019-02-26,5218167,165.43045979186377,165.41,0.04399999999998272,25.81000000000003,17,166.17845979186347,165.4271782407978,Facebook
407,2019-02-26 11:32:07.642,165.387,165.473,75,10100,2019-02-26,5220905,165.47236609336608,165.43,0.08600000000001273,27.674999999999727,20,167.19236609336633,165.4810961223827,Facebook
400,2019-02-26 11:33:46.114,165.33,165.373,7500,10100,2019-02-26,5224826,165.35467613636362,165.3515,0.042999999999977945,27.156999999999954,17,166.08567613636325,165.43315066710193,Facebook
411,2019-02-26 11:36:49.025,165.178,165.232,7500,10100,2019-02-26,5224117,165.20898863636364,165.20499999999998,0.054000000000002046,24.33500000000015,-20,164.1289886363636,165.27500751155625,Facebook
409,2019-02-26 11:39:56.435,165.189,165.243,7500,10300,2019-02-26,5220400,165.22024719101123,165.216,0.054000000000002046,23.857000000000284,-10,164.6802471910112,165.2347292773625,Facebook
404,2019-02-26 11:39:02.193,165.188,165.223,520,10100,2019-02-26,5212116,165.22128625235405,165.2055,0.03500000000002501,23.68100000000007,-25,164.34628625235342,165.2678362286047,Facebook
405,2019-02-26 11:41:41.694,165.048,165.109,7,10300,2019-02-26,5219042,165.1089585718444,165.07850000000002,0.06100000000000705,22.77000000000058,4,165.35295857184443,165.17229973764026,Facebook
408,2019-02-26 11:44:41.334,164.797,164.867,75,7500,2019-02-26,5210840,164.86630693069307,164.832,0.06999999999999318,23.054000000000514,-9,164.23630693069313,164.9650236487795,Facebook
409,2019-02-26 11:43:37.149,164.848,164.892,160,10000,2019-02-26,5221306,164.89130708661418,164.87,0.04399999999998272,23.88800000000083,-8,164.53930708661431,164.991538113953,Facebook
410,2019-02-26 11:47:25.645,164.937,165.003,4,10100,2019-02-26,5223678,165.00297387173393,164.97,0.06599999999997408,25.366000000000525,15,165.99297387173354,164.92818597098645,Facebook
426,2019-02-26 11:50:01.102,164.948,165.028,10,10200,2019-02-26,5219186,165.02792164544562,164.988,0.07999999999998408,26.86900000000054,29,167.34792164544515,164.9547186173057,Facebook
416,2019-02-26 11:53:02.519,164.697,164.749,15,10400,2019-02-26,5218306,164.7489251080173,164.723,0.0519999999999925,23.19799999999981,11,165.3209251080172,164.8387491001769,Facebook
414,2019-02-26 11:54:32.078,164.687,164.758,53,10300,2019-02-26,5218783,164.7576365304743,164.72250000000003,0.07099999999999795,22.158000000000072,9,165.39663653047427,164.82468605863997,Facebook
424,2019-02-26 11:58:53.151,164.658,164.732,7500,10100,2019-02-26,5224772,164.70046590909092,164.695,0.07400000000001228,25.635000000000417,19,166.10646590909116,164.72522008520158,Facebook
423,2019-02-26 12:01:21.822,164.678,164.741,4,10000,2019-02-26,5224344,164.740974810076,164.7095,0.0630000000000166,26.709000000001254,2,164.86697481007604,164.73174494857057,Facebook
419,2019-02-26 12:05:46.521,164.428,164.493,460,10200,2019-02-26,5218618,164.49019512195122,164.4605,0.06499999999999773,24.823000000001116,0,164.49019512195122,164.57026906485189,Facebook
415,2019-02-26 12:09:14.014,164.187,164.24,150,7500,2019-02-26,5224554,164.23896078431372,164.2135,0.05299999999999727,24.627000000000265,-4,164.02696078431373,164.35570987182754,Facebook
420,2019-02-26 12:09:33.492,164.067,164.132,10400,10300,2019-02-26,5222292,164.0993429951691,164.0995,0.06499999999999773,25.120000000000175,-7,163.64434299516913,164.2694691697752,Facebook
404,2019-02-26 12:12:50.716,164.128,164.203,220,10100,2019-02-26,5222903,164.2014011627907,164.1655,0.07500000000001705,25.07199999999966,1,164.2764011627907,164.1601509900065,Facebook
404,2019-02-26 12:15:16.709,164.188,164.262,800,10200,2019-02-26,5223879,164.25661818181817,164.225,0.07400000000001228,26.057999999999197,21,165.81061818181843,164.1732082983955,Facebook
401,2019-02-26 12:19:56.098,164.308,164.36,7500,10200,2019-02-26,5218439,164.33796610169492,164.334,0.05200000000002092,25.934999999999633,18,165.2739661016953,164.2725716097025,Facebook
398,2019-02-26 12:20:45.199,164.337,164.412,150,10200,2019-02-26,5220106,164.41091304347827,164.3745,0.07500000000001705,25.190000000000026,15,165.53591304347853,164.3099869622052,Facebook
400,2019-02-26 12:24:42.251,164.621,164.682,7500,10200,2019-02-26,5208117,164.65615254237287,164.6515,0.06099999999997863,24.12400000000048,27,166.3031525423723,164.55957796069526,Facebook
401,2019-02-26 12:25:06.284,164.658,164.733,150,10600,2019-02-26,5224383,164.73195348837208,164.69549999999998,0.07500000000001705,24.215000000000373,28,166.83195348837256,164.59180232558137,Facebook
407,2019-02-26 12:29:32.019,164.447,164.529,7500,10400,2019-02-26,5219632,164.49464245810054,164.488,0.08199999999999363,23.355000000000587,-14,163.34664245810063,164.56916431881314,Facebook
408,2019-02-26 12:31:14.395,164.448,164.501,10200,7500,2019-02-26,5223383,164.47045762711866,164.4745,0.05299999999999727,24.751000000000033,-5,164.20545762711868,164.5579549252346,Facebook
401,2019-02-26 12:34:35.851,164.527,164.572,75,7500,2019-02-26,5220751,164.57155445544552,164.5495,0.045000000000015916,25.201999999998662,12,165.1115544554457,164.55871890939093,Facebook
406,2019-02-26 12:35:07.519,164.428,164.468,7500,7500,2019-02-26,5209699,164.448,164.44799999999998,0.03999999999999204,24.764999999998878,17,165.12799999999987,164.5175340909091,Facebook
408,2019-02-26 12:40:58.225,164.621,164.673,7500,10000,2019-02-26,5219847,164.6507142857143,164.647,0.0519999999999925,25.02299999999991,21,165.74271428571413,164.57274505674508,Facebook
399,2019-02-26 12:46:20.212,164.487,164.552,290,10700,2019-02-26,5222946,164.5502848043676,164.5195,0.06499999999999773,23.888999999999328,22,165.98028480436756,164.5974201667244,Facebook
408,2019-02-26 12:51:23.077,164.458,164.509,19,7500,2019-02-26,5215100,164.5088711264796,164.4835,0.05099999999998772,25.98599999999979,11,165.06987112647946,164.51908372030098,Facebook
399,2019-02-26 12:55:43.941,164.208,164.241,180,7500,2019-02-26,5211103,164.2402265625,164.2245,0.03300000000001546,28.081999999999454,-12,163.8442265624998,164.34593188604427,Facebook
403,2019-02-26 13:00:19.563,164.38,164.413,7500,10000,2019-02-26,5210311,164.39885714285714,164.3965,0.03300000000001546,26.95699999999897,10,164.7288571428573,164.33744453463203,Facebook
412,2019-02-26 13:03:26.304,164.377,164.46,7500,10100,2019-02-26,5223719,164.42463068181817,164.4185,0.08299999999999841,27.56799999999984,9,165.17163068181816,164.39876961491177,Facebook
411,2019-02-26 13:04:04.712,164.307,164.377,4,10200,2019-02-26,5222317,164.37697255978048,164.34199999999998,0.0700000000000216,27.615000000000094,0,164.37697255978048,164.39517532800724,Facebook
399,2019-02-26 13:08:27.637,164.413,164.472,7500,10000,2019-02-26,5209678,164.44671428571428,164.4425,0.0589999999999975,26.516000000000304,-2,164.32871428571428,164.40131562541453,Facebook
387,2019-02-26 13:10:37.777,164.408,164.49,220,7500,2019-02-26,5217721,164.48766321243522,164.449,0.08200000000002206,26.837000000000188,-14,163.3396632124349,164.411288387432,Facebook
388,2019-02-26 13:14:54.486,164.619,164.663,7500,10100,2019-02-26,5219843,164.64425,164.64100000000002,0.04400000000001114,26.769000000000204,1,164.68825,164.56415628100464,Facebook
390,2019-02-26 13:15:38.109,164.727,164.792,75,10000,2019-02-26,5222449,164.79151612903226,164.7595,0.06499999999999773,25.739000000000402,19,166.02651612903222,164.64824748211677,Facebook
396,2019-02-26 13:21:24.871,164.557,164.628,7500,10100,2019-02-26,5224316,164.5977443181818,164.59249999999997,0.07099999999999795,25.89699999999931,-3,164.38474431818182,164.68677666083914,Facebook
413,2019-02-26 13:28:29.735,164.657,164.697,4,7500,2019-02-26,5222846,164.6969786780384,164.67700000000002,0.03999999999999204,25.44399999999996,-10,164.29697867803847,164.66296361687054,Facebook
417,2019-02-26 13:32:05.760,164.46,164.552,7500,7500,2019-02-26,5208716,164.506,164.506,0.09199999999998454,26.852999999999895,-4,164.13800000000006,164.5744487050306,Facebook
407,2019-02-26 13:36:26.069,164.447,164.512,91,7500,2019-02-26,5211897,164.511220787775,164.4795,0.06499999999999773,27.77999999999963,-2,164.381220787775,164.51341634776773,Facebook
398,2019-02-26 13:42:25.104,164.537,164.601,7500,7500,2019-02-26,5224311,164.569,164.56900000000002,0.06399999999999295,24.29599999999911,-9,163.99300000000005,164.523569625104,Facebook
420,2019-02-26 13:47:05.302,164.647,164.72,75,7500,2019-02-26,5215094,164.71927722772276,164.68349999999998,0.0730000000000075,25.553999999999974,15,165.81427722772287,164.65771145685994,Facebook
414,2019-02-26 13:52:21.930,164.687,164.732,4,7500,2019-02-26,5220279,164.73197601279315,164.7095,0.044999999999987494,25.759000000000526,19,165.58697601279292,164.7071323559458,Facebook
406,2019-02-26 13:58:17.097,164.667,164.751,10100,10200,2019-02-26,5205240,164.7092068965517,164.709,0.08400000000000318,24.60000000000042,3,164.96120689655172,164.70448815217,Facebook
404,2019-02-26 14:01:17.875,164.748,164.852,7500,10300,2019-02-26,5213928,164.8081797752809,164.8,0.10400000000001342,25.27499999999995,7,165.536179775281,164.74465758350246,Facebook
412,2019-02-26 14:06:34.239,164.698,164.752,10200,10100,2019-02-26,5216055,164.7248669950739,164.72500000000002,0.054000000000002046,25.52899999999903,15,165.53486699507394,164.73539814703233,Facebook
415,2019-02-26 14:13:21.618,164.637,164.712,220,10000,2019-02-26,5222436,164.71038551859098,164.6745,0.07499999999998863,24.0980000000001,-14,163.66038551859114,164.69158878465728,Facebook
417,2019-02-26 14:18:33.562,164.537,164.591,150,10500,2019-02-26,5218768,164.59023943661973,164.56400000000002,0.054000000000002046,24.321000000000083,-20,163.51023943661968,164.6426235738453,Facebook
414,2019-02-26 14:22:02.111,164.707,164.801,10200,10600,2019-02-26,5215216,164.75490384615384,164.754,0.09399999999999409,24.890999999999792,15,166.16490384615375,164.71269754204135,Facebook
422,2019-02-26 14:28:14.821,164.547,164.601,10100,7500,2019-02-26,5217725,164.57001136363638,164.574,0.054000000000002046,25.238000000000454,19,165.59601136363642,164.6517787467557,Facebook
411,2019-02-26 14:31:14.559,164.607,164.673,75,10100,2019-02-26,5214312,164.6725135135135,164.64,0.0660000000000025,22.720000000000624,-10,164.01251351351348,164.62283368007834,Facebook
417,2019-02-26 14:34:51.068,164.848,164.922,7500,10700,2019-02-26,5220110,164.89150549450548,164.885,0.07399999999998386,21.95100000000025,-4,164.59550549450555,164.78147907804563,Facebook
402,2019-02-26 14:37:57.064,164.988,165.033,370,10400,2019-02-26,5218251,165.03145403899723,165.01049999999998,0.044999999999987494,21.51399999999967,7,165.34645403899714,164.96834871958063,Facebook
398,2019-02-26 14:39:09.118,165.001,165.082,7500,10100,2019-02-26,5221724,165.04748295454547,165.04149999999998,0.08099999999998886,22.539999999999566,3,165.29048295454544,165.0215063631317,Facebook
401,2019-02-26 14:42:10.143,165.198,165.242,75,10500,2019-02-26,5213391,165.24168794326243,165.22,0.04399999999998272,22.54199999999929,-2,165.15368794326247,165.155966695607,Facebook
409,2019-02-26 14:44:20.052,165.128,165.17,7500,7500,2019-02-26,5218499,165.149,165.149,0.04200000000000159,21.51499999999993,-6,164.897,165.15723582478054,Facebook
411,2019-02-26 14:48:19.332,165.097,165.16,10100,10300,2019-02-26,5221071,165.12880882352943,165.1285,0.06299999999998818,21.775000000000688,-8,164.62480882352952,165.16357857626917,Facebook
414,2019-02-26 14:50:28.059,165.148,165.201,220,10100,2019-02-26,5218132,165.19987015503875,165.1745,0.05299999999999727,21.380000000000678,-11,164.61687015503878,165.18716056800042,Facebook
397,2019-02-26 14:53:53.416,165.277,165.319,75,7500,2019-02-26,5218939,165.31858415841583,165.298,0.04200000000000159,20.181000000001063,-6,165.06658415841582,165.26581700862855,Facebook
388,2019-02-26 14:54:30.347,165.337,165.391,7500,10100,2019-02-26,5210299,165.3679886363636,165.36399999999998,0.054000000000002046,19.52700000000098,-3,165.2059886363636,165.30511622807015,Facebook
408,2019-02-26 14:58:02.754,165.398,165.441,300,7500,2019-02-26,5217976,165.43934615384615,165.4195,0.043000000000006366,20.005999999999688,-33,164.02034615384594,165.40449561275227,Facebook
419,2019-02-26 15:00:09.440,165.348,165.401,220,10300,2019-02-26,5215611,165.399891634981,165.3745,0.05299999999999727,20.474999999999284,-18,164.44589163498105,165.41901077313057,Facebook
418,2019-02-26 15:03:59.047,165.378,165.432,61,10100,2019-02-26,5209946,165.4316758193091,165.40499999999997,0.054000000000002046,21.00699999999921,3,165.5936758193091,165.39720451689303,Facebook
413,2019-02-26 15:04:56.113,165.367,165.412,230,7500,2019-02-26,5215780,165.41066106080206,165.3895,0.045000000000015916,21.048999999999808,4,165.59066106080212,165.3975623477647,Facebook
397,2019-02-26 15:08:08.118,165.557,165.609,130,10200,2019-02-26,5217547,165.60834559535334,165.583,0.05200000000002092,19.894000000000347,32,167.272345595354,165.55116994297666,Facebook
393,2019-02-26 15:09:46.594,165.508,165.56,7500,10300,2019-02-26,5219189,165.53808988764044,165.534,0.0519999999999925,20.188000000000244,14,166.26608988764033,165.54041804040568,Facebook
388,2019-02-26 15:13:13.972,165.493,165.532,7500,10600,2019-02-26,5219929,165.51583977900555,165.5125,0.03900000000001569,20.64899999999986,-1,165.47683977900553,165.54754992367774,Facebook
